"year","month","noaa.year.month","noaa.anom","mcfarland.year.month","mcfarland.anom"
2018,7,2018-07-01,1.77434645432692,2018-07-01,1.06042740678532
2018,8,2018-08-01,2.83384164663461,2018-08-01,1.42756150620267
2018,9,2018-09-01,1.34636930717054,2018-09-01,0.257421640973551
2018,10,2018-10-01,-1.36136597625969,2018-10-01,-2.3375597523598
2018,11,2018-11-01,-2.16625030281008,2018-11-01,-2.5276588524533
2018,12,2018-12-01,0.259818616763566,2018-12-01,-1.57753740548979
2019,1,2019-01-01,0.652719350961538,2019-01-01,-0.643320666386167
2019,2,2019-02-01,0.315797776442308,2019-02-01,-1.00983686362142
2019,3,2019-03-01,-1.04956430288462,2019-03-01,-1.14429887179683
2019,4,2019-04-01,0.443179086538461,2019-04-01,-0.713785366440595
2019,5,2019-05-01,-0.995154747596153,2019-05-01,-2.42950927903208
2019,6,2019-06-01,0.105183293269231,2019-06-01,-0.604971487427795
2019,7,2019-07-01,1.90422926682692,2019-07-01,1.31792679172577
2019,8,2019-08-01,0.943216646634614,2019-08-01,-0.373782579818837
2019,9,2019-09-01,0.386408369670542,2019-09-01,-1.17549992304463
2019,10,2019-10-01,0.758751211240311,2019-10-01,0.0837996946448119
2019,11,2019-11-01,-1.74632842781008,2019-11-01,-3.14471026722211
2019,12,2019-12-01,1.28911549176357,2019-12-01,-0.445682566780117
2020,1,2020-01-01,3.23279747596154,2020-01-01,1.92059885488042
2020,2,2020-02-01,2.47595402644231,2020-02-01,1.59662056783601
2020,3,2020-03-01,2.26000600961538,2020-03-01,1.17674359502084
2020,4,2020-04-01,-0.287289663461539,2020-04-01,-1.55744708393658
2020,5,2020-05-01,0.484337439903847,2020-05-01,-0.484118404286368
2020,6,2020-06-01,1.50557391826923,2020-06-01,0.989889623683315
2020,7,2020-07-01,1.66497145432692,2020-07-01,0.340507436887059
2020,8,2020-08-01,1.69321664663461,2020-08-01,0.338448602976865
2020,9,2020-09-01,0.926447432170542,2020-09-01,-0.447717247915337
2020,10,2020-10-01,0.0888293362403108,2020-10-01,-0.483001380624005
2020,11,2020-11-01,2.17359344718992,2020-11-01,1.97039670310225
2020,12,2020-12-01,3.69927174176357,2020-12-01,1.56910237945644
2021,1,2021-01-01,3.70252403846154,2021-01-01,1.49519562907397
2021,2,2021-02-01,1.46618840144231,2021-02-01,0.278853612569053
2021,3,2021-03-01,1.42016225961538,2021-03-01,0.866059441009489
2021,4,2021-04-01,2.62286658653846,2021-04-01,1.25579796689274
2021,5,2021-05-01,1.68453275240385,2021-05-01,0.256204176358793
2021,6,2021-06-01,3.41573016826923,2021-06-01,3.15447295701665
2021,7,2021-07-01,-0.544989483173076,2021-07-01,-1.67024525128499
2021,8,2021-08-01,2.45298227163461,2021-08-01,0.734147527708046
2021,9,2021-09-01,2.29656461967054,2021-09-01,0.381037394610196
2021,10,2021-10-01,2.93843871124031,2021-10-01,1.48206007377229
2021,11,2021-11-01,1.12378875968992,2021-11-01,0.058452258657808
2021,12,2021-12-01,2.54888111676357,2021-12-01,0.734559368703754
2022,1,2022-01-01,-1.02696814903846,2022-01-01,-1.43383662899055
2022,2,2022-02-01,2.26599308894231,2022-02-01,0.611591707807148
2022,3,2022-03-01,1.58031850961538,2022-03-01,1.10509547544409
2022,4,2022-04-01,1.62286658653846,2022-04-01,0.414561407752953
2022,5,2022-05-01,2.01461087740385,2022-05-01,0.921929982810406
2022,6,2022-06-01,0.305378605769231,2022-06-01,-0.255943709650017
2022,7,2022-07-01,2.12493239182692,2022-07-01,1.56026550140319
2022,8,2022-08-01,2.59360727163461,2022-08-01,0.96304537717041
2022,9,2022-09-01,1.05633024467054,2022-09-01,-0.619106136804227
2022,10,2022-10-01,2.03902464874031,2022-10-01,1.86982120002116
2022,11,2022-11-01,2.36304657218992,2022-11-01,1.71581336976892
2022,12,2022-12-01,4.01958424176357,2022-12-01,1.76700911157425
2023,1,2023-01-01,5.68299278846154,2023-01-01,4.00061157395279
2023,2,2023-02-01,1.72595402644231,2023-02-01,0.317586860359187
2023,3,2023-03-01,1.96020132211538,2023-03-01,0.984234102631165
2023,4,2023-04-01,1.48321814903846,2023-04-01,0.691075744670516
2023,5,2023-05-01,0.934532752403847,2023-05-01,0.476231058079224
2023,6,2023-06-01,-0.374308894230769,2023-06-01,-1.4273355041642
2023,7,2023-07-01,2.36419020432692,2023-07-01,1.10798055516663
2023,8,2023-08-01,0.353372896634614,2023-08-01,-1.201605160464
2023,9,2023-09-01,3.00652555717054,2023-09-01,1.08200497430688
2023,10,2023-10-01,3.62886839874031,2023-10-01,2.3508321289829
2023,11,2023-11-01,-0.986562802810078,2023-11-01,-1.68196440800886
2023,12,2023-12-01,4.41899830426357,2023-12-01,2.00035543841084
